
Date;Time;Hand;NPr;Tmin;Tmax;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30
23.Декабрь.2019;03:05:45;L;30;3;5;0;0;0;0;0;0;
23.Декабрь.2019;03:05:45;R;30;3;5;0;0;0;0;0;0;

Date;Time;Hand;NPr;Tmin;Tmax;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30
23.Декабрь.2019;03:06:44;L;30;3;5;0.372;0.339;0.433;0;0.314;0.359;0;
23.Декабрь.2019;03:06:44;R;30;3;5;0.395;0.339;0.433;0;0.314;0.359;0;

Date;Time;Hand;NPr;Tmin;Tmax;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30
23.Декабрь.2019;03:42:02;L;30;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
23.Декабрь.2019;03:42:02;R;30;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;

Date;Time;Hand;NPr;Tmin;Tmax;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30
23.Декабрь.2019;03:44:29;L;30;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
23.Декабрь.2019;03:44:29;R;30;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;

Date;Time;Hand;NPr;Tmin;Tmax;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30
23.Декабрь.2019;04:06:12;L;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
23.Декабрь.2019;04:06:12;R;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;

Date;Time;Hand;NPr;Tmin;Tmax;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30
26.Январь.2020;11:38:21;L;0;3;5;0.33;0.311;0.288;0.319;0.343;0.326;0.369;0.362;0.397;0.316;0.353;0.311;0.359;0.341;0.314;0.295;0.451;0.387;0.374;0.344;0.311;0.333;0.303;0.38;0.356;0.41;0.373;0.365;0.371;0.354;
26.Январь.2020;11:38:21;R;0;3;5;0.33;0.311;0.273;0.295;0.344;0.327;0.345;0.37;0.397;0.317;0.329;0.295;0.359;0.341;0.314;0.295;0.451;0.388;0.374;0.351;0.311;0.333;0.327;0.348;0.364;0.41;0.381;0.365;0.371;0.354;

Date;Time;Hand;NPr;Tmin;Tmax;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11

Date;Time;Hand;NPr;Tmin;Tmax;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30
06.Май.2020;10:37:23;L;27;3;5;0.412;0.348;
06.Май.2020;10:37:23;R;27;3;5;0.435;0.348;

Date;Time;Hand;NPr;Tmin;Tmax;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30
06.Май.2020;10:44:48;L;26;3;5;0.31;0.243;0.302;
06.Май.2020;10:44:48;R;26;3;5;0.333;0.243;0.318;

