
Дата;/;время:;20;Декабрь;2019;08:08:19
0.367;0.359;0.342;0.375;0.353;0.321;0.405;0.349;0.3;0.372;0.368;0.34;0.353;0.399;
Дата;/;время:;20;Декабрь;2019;08:11:08
60.259;
Дата;/;время:;20;Декабрь;2019;08:14:44
1.141;0.969;0.974;1.085;0.589;
Дата;/;время:;20;Декабрь;2019;08:17:53
0.408;0.315;0.251;0.312;0.296;0.368;0.417;0.284;0.283;0.427;0.269;0.325;0.278;0.318;
Дата;/;время:;21;Декабрь;2019;01:47:24
0.398;0.296;
Дата;/;время:;21;Декабрь;2019;04:13:54
2.314;0.373;
Date;Time;Hand;NPr;Tmin;TmaxV1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;
L;30;3;5;0.52;0.304;0.3;0.323;
R;30;3;5;
Date;Time;Hand;NPr;Tmin;TmaxV1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;
L;30;3;5;0.358;0.286;
R;30;3;5;
Date;Time;Hand;NPr;Tmin;TmaxV1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;
21.Декабрь.2019;07:37:12;L;30;3;5;1.394;0.336;
21.Декабрь.2019;07:37:12;R;30;3;5;
Date;Time;Hand;NPr;Tmin;TmaxV1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;
21.Декабрь.2019;07:49:33;L;30;3;5;0.317;0.358;0.431;0.402;
21.Декабрь.2019;07:49:33;R;30;3;5;-6.27744e+66;-6.27744e+66;-6.27744e+66;-6.27744e+66;

Date;Time;Hand;NPr;Tmin;TmaxV1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;
21.Декабрь.2019;07:50:51;L;30;3;5;0.421;0.337;0.338;0.355;0.325;
21.Декабрь.2019;07:50:51;R;30;3;5;0.46;0.337;0.347;0.356;0.325;
